/home/johannes/Kuvat/Images_Part1/20090710053119_40_5392512_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710055224_40_5392516_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710063026_40_5392600_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710063100_40_5392605_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710065316_40_5392744_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710071359_40_5393065_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710071422_40_5393073_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710073824_40_5393654_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710081349_40_5394195_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710081412_40_5394200_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710081619_40_5394214_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710084241_40_5394423_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710085008_40_5394449_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710085428_40_5394483_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710085612_40_5394497_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710090721_40_5394542_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710091744_40_5394610_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710092130_40_5394641_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710092225_40_5394645_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710092238_40_5394647_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710093436_40_5394746_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710094316_40_5394919_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710094442_40_5394937_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710094510_40_5394939_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710094711_40_5394956_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710094837_40_5394967_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710095017_40_5394974_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710095211_40_5394987_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710095703_40_5395007_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710095736_40_5395025_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710095936_40_5395051_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710101058_40_5395326_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710101306_40_5395397_Yleiskuvakamera.jpg,3
/home/johannes/Kuvat/Images_Part1/20090710101404_40_5395413_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710101457_40_5395428_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710102033_40_5395507_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710102203_40_5395525_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710103105_40_5395627_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710103138_40_5395632_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710103146_40_5395633_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710103255_40_5395640_Yleiskuvakamera.jpg,3
/home/johannes/Kuvat/Images_Part1/20090710103355_40_5395651_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710103704_40_5395698_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710104255_40_5395776_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710104340_40_5395790_Yleiskuvakamera.jpg,2
/home/johannes/Kuvat/Images_Part1/20090710104725_40_5395850_Yleiskuvakamera.jpg,0
/home/johannes/Kuvat/Images_Part1/20090710104753_40_5395860_Yleiskuvakamera.jpg,1
/home/johannes/Kuvat/Images_Part1/20090710105031_40_5395923_Yleiskuvakamera.jpg,1
